"","UID","Chores","Hobbies","TV","Sports","Exercise"
"3211","94711266","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"3212","94711862","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"3213","94711973","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"3214","94711974","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"3215","94712047","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"3216","94712211","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"3217","94712218","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"3218","94712341","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"3219","94712396","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"3220","94712917","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"3221","94712942","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"3222","94712975","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"3223","94712990","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times"
"3224","94712991","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"3225","94712998","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"3226","94713002","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"3227","94713301","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"3228","94713338","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times"
"3229","94713395","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all"
"3230","94713603","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"3231","94713936","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"3232","94714017","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times","(0) Not at all"
"3233","94714020","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"3234","94714022","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"3235","94714085","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"3236","94714088","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"3237","94714117","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"3238","94714144","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"3239","94714180","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"3240","94714218","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"3241","94714230","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"3242","94714231","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(0) Not at all"
"3243","94714237","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"3244","94714240","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times"
"3245","94714242","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"3246","94714244","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"3247","94714245","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"3248","94714310","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"3249","94714322","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all"
"3250","94714344","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"3251","94714394","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"3252","94714398","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"3253","94714480","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all","(0) Not at all"
"3254","94714681","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times"
"3255","94714932","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times"
"3256","94714934","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"3257","94714990","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times"
"3258","94715025","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times"
"3259","94715123","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(0) Not at all"
"3260","94715254","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"3261","94715257","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"3262","94715393","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"3263","94715922","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"3264","94715954","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(0) Not at all"
"3265","94715955","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"3266","94715980","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"3267","94715981","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"3268","94715982","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"3269","94715987","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"3270","94715994","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times"
"3271","94716011","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(0) Not at all","(1) 1 or 2 times"
"3272","94716057","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"3273","94716068","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"3274","94716095","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"3275","94716153","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times"
"3276","94716192","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times"
"3277","94716210","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times"
"3278","94716217","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"3279","94716257","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(0) Not at all","(3) 5 or more times"
"3280","94716265","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"3281","94716281","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"3282","94716290","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"3283","94716293","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"3284","94716315","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"3285","94716358","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all"
"3286","94716627","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"3287","94716663","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"3288","94716668","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"3289","94716868","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"3290","94716893","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"3291","94716914","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"3292","94716975","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"3293","94716976","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"3294","94716987","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"3295","94717262","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all"
"3296","94717461","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(3) 5 or more times"
"3297","94718027","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times"
"3298","94718105","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"3299","94718125","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"3300","94718180","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"3301","94718194","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times"
"3302","94718208","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"3303","94718211","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"3304","94718249","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"3305","94718273","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"3306","94718277","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"3307","94718284","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times"
"3308","94718307","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times"
"3309","94718329","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"3310","94718342","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times"
"3311","94718393","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times"
"3312","94718485","(0) Not at all","(0) Not at all","(3) 5 or more times","(0) Not at all","(0) Not at all"
"3313","94718687","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"3314","94718880","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"3315","94718888","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"3316","94718905","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all"
"3317","94718944","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"3318","94718971","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"3319","94718987","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(0) Not at all"
"3320","94718998","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"3321","94719270","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"3322","94719279","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"3323","94719932","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"3324","94719933","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"3325","94719934","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"3326","94719935","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"3327","94719936","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"3328","94719972","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"3329","94719978","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"3330","95316359","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"3331","95316851","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"3332","95374971","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"3333","95374972","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"3334","95374973","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"3335","95374975","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"3336","95500036","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"3337","95500235","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"3338","95500280","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"3339","95500332","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"3340","95500333","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times"
"3341","95500377","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(0) Not at all","(0) Not at all"
"3342","95500710","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times"
"3343","95500815","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"3344","95500839","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"3345","95501960","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all"
"3346","95501969","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times"
"3347","95503030","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"3348","95504188","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"3349","95504228","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"3350","95504423","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all","(0) Not at all","(2) 3 or 4 times"
"3351","95504449","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"3352","95504481","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all"
"3353","95504484","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times"
"3354","95504487","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"3355","95504608","(0) Not at all","(2) 3 or 4 times","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times"
"3356","95504620","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"3357","95504707","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times"
"3358","95504709","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"3359","95504888","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times"
"3360","95504902","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"3361","95504947","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"3362","95506022","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"3363","95506098","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"3364","95506124","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"3365","95506154","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"3366","95506174","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"3367","95506181","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"3368","95506202","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"3369","95506230","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"3370","95506308","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"3371","95506309","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times"
